PetID,SentimentMagnitude,SentimentScore,NumSentences
5bee46079,0.6,0.3,2.0
d270b074e,0.8,0.8,1.0
83ea92fcc,0.9,0.9,1.0
2dd31e8ff,3.7,0.2,8.0
5b72e14bf,0.8,0.1,4.0
86c08e68b,1.5,0.0,4.0
5bfb8da14,0.4,0.0,3.0
869a1634e,1.9,0.4,4.0
f61c4cead,2.7,0.5,5.0
fe5dc391c,2.1,0.2,7.0
c1816081f,2.5,0.5,5.0
98caf2809,1.2,0.2,4.0
3316a5619,0.8,0.8,1.0
7d73574ed,0.0,0.0,1.0
7c787403c,2.0,0.4,5.0
484af2d62,1.5,0.0,11.0
a2b2f53be,4.8,0.2,10.0
a6e37f91b,1.9,0.3,5.0
b02fcb74b,2.1,0.1,4.0
9a2b50582,1.8,0.0,4.0
497312a16,1.3,0.1,3.0
66f430d36,2.3,0.5,4.0
b84ad40b4,3.6,0.2,13.0
9eb70b7c4,2.0,0.2,5.0
1c67c5f4c,0.6,0.6,1.0
c4ea89ddb,0.5,0.0,7.0
718a5d950,0.9,0.9,1.0
11a3055b7,0.9,0.4,2.0
472abccfb,2.7,0.3,8.0
50eddd1bb,,,
ac6089da8,,,
5be134946,0.8,0.4,2.0
11c222a3c,2.7,0.4,4.0
b630ac493,3.6,0.2,10.0
8693c4e7f,3.1,0.3,7.0
9be11ef9b,0.4,0.2,2.0
828ac8371,0.1,0.1,1.0
474e70ba1,0.7,0.3,2.0
8d862cd26,2.7,0.0,12.0
6502dbe72,1.1,0.2,3.0
69a7461c2,0.6,0.3,2.0
de9e02d44,3.0,0.6,5.0
8e6e9b877,2.8,0.5,5.0
7169c3e3a,0.5,0.2,2.0
069fc79d6,4.1,0.0,7.0
8939a1ac8,3.2,0.6,5.0
58805776d,0.8,0.8,1.0
d4af42055,0.8,0.8,1.0
e04814e10,2.2,0.1,8.0
7ca7983b5,1.4,0.0,3.0
29bcccb7c,2.4,0.4,4.0
064217ca4,2.9,0.5,5.0
1ae9a98d3,1.1,0.5,2.0
58695e2f5,1.6,0.2,3.0
27226ea0c,2.8,0.4,6.0
bc4bbcef1,1.1,0.2,4.0
1bbf00182,2.6,0.6,4.0
15937e540,7.5,0.1,18.0
88666f74e,4.7,0.4,10.0
4e3a1f99b,1.2,0.6,2.0
e4d7e410b,1.9,0.4,4.0
965adb809,1.6,0.2,6.0
e1cd37f6c,0.0,0.0,1.0
df2fbc6a6,2.9,0.1,7.0
9ecb47019,3.0,0.5,5.0
2e55bed12,0.0,0.0,1.0
23941ded4,1.7,0.5,3.0
217fcf5f1,0.8,0.8,1.0
1835a56bd,3.8,0.0,11.0
79d5a2615,1.0,0.5,2.0
79bf5eb37,7.7,0.4,14.0
67d74124e,3.9,0.4,9.0
53895ad35,0.7,-0.1,4.0
abf0f2579,1.3,0.3,3.0
5e0519e3d,2.9,0.0,9.0
282139c6d,0.1,0.1,1.0
a8c336257,1.1,0.2,4.0
62955be50,1.6,0.8,2.0
3d63dfd14,0.0,0.0,1.0
a63a0ac25,3.5,0.2,11.0
6314ae1c4,,,
cc54b47b4,4.0,0.1,12.0
7ecd54695,4.0,0.1,11.0
c17cad5a6,2.3,0.0,5.0
b2b52ccf2,2.6,0.4,6.0
5e8872259,0.2,0.2,1.0
17ef602ce,2.4,0.1,7.0
5507b63ab,0.6,0.1,4.0
520dc7925,1.6,0.0,2.0
266aee5b3,3.8,0.1,7.0
e95bb9197,0.7,0.7,1.0
38506d4ea,3.4,0.8,4.0
ff7d25ffb,3.4,0.3,6.0
8aeda3d62,7.8,0.3,17.0
c7e61f3c2,5.4,0.0,15.0
172c8129a,5.5,0.3,10.0
b88f141d5,1.4,0.0,5.0
97cd20357,1.3,0.0,8.0
68b7c23f3,2.2,0.5,4.0
34fe22f69,0.4,0.2,2.0
16abc088f,0.7,0.7,1.0
a362ad62e,8.1,0.1,15.0
b1fb61b31,3.0,0.2,6.0
ca46b14de,1.6,0.8,2.0
9dca27ec4,1.0,0.5,2.0
d63321570,1.7,0.0,6.0
14a9958e0,2.2,0.0,5.0
ec4089e58,1.5,0.2,3.0
9e2039291,6.5,0.3,16.0
5f5bd40ca,4.7,0.1,11.0
d3740baed,4.2,0.5,8.0
df12e4d3b,1.8,0.1,4.0
ec182ebc4,1.7,-0.2,7.0
350116b16,4.3,0.1,9.0
605ca1a51,1.8,0.1,3.0
e388a963d,1.7,0.2,3.0
c3eefdcd8,2.1,0.3,5.0
917c0bc2b,1.2,-0.6,2.0
83defd365,2.0,0.6,3.0
6561001c8,0.6,0.3,2.0
e21227d75,1.6,0.1,8.0
dd79180bc,1.1,0.1,5.0
7aa682539,0.8,0.4,2.0
1ba42eca2,0.8,0.8,1.0
10050c93f,0.1,0.0,2.0
f45beac10,0.3,0.3,1.0
1c28dc555,0.8,0.8,1.0
e861279c2,0.9,0.9,1.0
f49099d52,4.9,0.3,11.0
14831f659,0.4,-0.4,1.0
2edeb7931,3.1,0.2,7.0
69a1c3147,0.0,0.0,2.0
3560a3e97,5.4,0.5,10.0
8b86fd668,0.5,0.0,6.0
31b90821f,,,
da3702af2,,,
4eba3b5c0,1.7,0.5,3.0
d02c3d99a,1.0,0.5,2.0
ef7555da8,1.3,0.0,2.0
8063090ec,0.0,0.0,1.0
9b515d697,4.9,0.1,11.0
5f28b76d7,0.9,0.9,1.0
2ac1366f4,0.9,0.9,1.0
32eb3673a,2.6,0.1,6.0
292447561,3.1,0.3,6.0
e99a775d2,3.0,0.0,8.0
b28951b61,2.4,0.8,3.0
d50a1665e,5.6,0.1,12.0
a43d578dd,4.5,0.1,14.0
654acdb4b,1.7,0.4,4.0
6d815d3ef,1.5,0.1,5.0
ca902248f,4.0,0.2,7.0
fc48054c2,2.5,0.3,8.0
533916bd6,2.1,0.3,6.0
5d168f0e6,0.0,0.0,1.0
0bc671d5e,1.4,0.4,3.0
cfc3e65de,4.4,0.3,10.0
27e16a68d,0.7,-0.7,1.0
a6593fb48,4.3,0.7,6.0
d5a7d4dc9,0.7,0.3,2.0
b119aa181,1.5,0.7,2.0
9d8dab6cd,2.2,0.2,5.0
32f97388e,1.6,0.0,7.0
94a4357dd,1.4,0.1,3.0
01e5e057b,2.9,0.1,12.0
04b5f77c0,0.2,-0.2,1.0
c68936b74,2.5,0.4,4.0
a7e623e5a,1.1,0.2,2.0
249af4201,5.8,0.0,9.0
d3b4f29f8,3.1,0.5,6.0
f94c2a347,0.9,0.9,1.0
0c862b8a3,0.4,0.4,1.0
850632538,2.1,0.1,7.0
552ac34a1,0.3,0.3,1.0
0a0ec4977,3.4,0.1,6.0
0cdb80095,1.2,0.3,3.0
983879402,1.3,0.2,3.0
dcd7102d9,0.8,0.8,1.0
0977caea0,1.6,0.0,9.0
c1aa11cb5,0.2,0.2,1.0
36f1dc3b9,0.9,0.4,2.0
d302ad015,2.4,0.4,5.0
886e903a4,,,
da78c5792,2.1,0.5,4.0
1b3492bde,0.7,0.2,3.0
e481cf862,1.2,0.6,2.0
39e9ecb70,0.9,0.9,1.0
7fab3c124,1.6,0.4,4.0
ebd3ca9e6,1.5,0.3,4.0
651d63dd7,4.6,0.2,12.0
dea01911c,0.9,0.3,3.0
fe854f6a1,4.2,0.6,6.0
82dd5838f,4.2,0.0,9.0
1ff11cef6,0.7,0.2,3.0
8aa1e5830,7.0,0.2,15.0
8102d6dc7,0.2,0.0,2.0
46f656f13,3.0,0.6,5.0
daeac2b84,4.7,0.3,11.0
e0781fb0a,0.8,0.4,2.0
c27f27a68,1.9,0.3,5.0
d2cd71ec2,0.0,0.0,1.0
5b0355a1b,4.1,0.3,7.0
c77a68714,1.7,0.2,6.0
1d72ec242,2.7,0.3,4.0
119903786,2.2,0.1,8.0
92c48ece4,0.3,-0.3,1.0
f5d514b10,2.0,0.5,4.0
7a860f4b4,0.0,0.0,1.0
7d11f10b1,1.3,0.4,3.0
b126131d8,,,
659dc9159,2.3,0.3,3.0
fc8388b28,0.2,-0.2,1.0
d3ccb2482,3.0,0.3,8.0
1f858046c,0.2,0.2,1.0
51741c1b7,2.5,0.6,4.0
7942a5180,0.9,0.9,1.0
988c18c10,2.3,0.0,10.0
22d9719f8,,,
9c7917558,,,
8a9a4edd7,3.3,0.1,7.0
a89d4e8f3,0.5,0.5,1.0
c89dcf5ae,0.9,0.9,1.0
ea6d8cb1d,0.8,0.8,1.0
4d82fddba,0.7,0.7,1.0
d25a850ae,3.9,0.3,8.0
172d395a5,0.0,0.0,1.0
dfcbce94d,2.5,0.5,5.0
8581566cb,3.9,0.3,6.0
460edc419,1.8,0.4,3.0
d79342c8d,2.2,0.5,4.0
d5e351a09,2.9,0.0,12.0
5ce285f99,0.2,-0.2,1.0
324266c95,2.7,0.1,10.0
a2ac8316b,0.7,0.2,2.0
c53fb8a18,4.4,0.1,13.0
660742236,0.8,0.1,4.0
d03356a0e,1.4,0.2,4.0
7a84326ff,1.4,0.7,2.0
b12fb6709,1.9,-0.2,4.0
5f19552c0,0.9,0.9,1.0
1a6becd27,1.1,0.3,2.0
619f26bfc,0.0,0.0,1.0
f06cf606d,1.3,0.2,4.0
a92c2f233,0.9,0.9,1.0
a29c12bef,1.6,0.8,2.0
cae004390,2.8,0.0,7.0
26901ccb0,1.7,0.0,4.0
4715f897c,6.9,0.0,17.0
282678629,2.0,0.4,5.0
2683c99f1,1.3,0.3,3.0
6c83d00bf,0.7,0.7,1.0
f94ea9d92,0.1,-0.1,1.0
a58fef87c,1.3,0.6,2.0
c251767cf,0.1,-0.1,1.0
b26fcffaf,4.1,0.5,8.0
50723f2c3,1.1,0.3,3.0
8a804d93c,,,
bef935312,6.0,0.2,13.0
1fbf04fab,3.3,0.0,10.0
ef1d7c2a1,0.2,0.2,1.0
7ff817b98,1.6,0.1,6.0
df1507e61,0.5,0.1,4.0
58396d68b,1.0,0.0,2.0
c69bdf768,0.9,0.9,1.0
902114441,1.6,0.2,7.0
d40c291a9,2.5,0.3,6.0
ab8dfa983,0.1,0.1,1.0
f922ee758,0.1,0.0,2.0
d7185ffc1,2.1,0.4,5.0
65afa2be4,3.3,0.4,5.0
4b949e5c7,0.9,0.4,2.0
041dd606f,3.4,0.1,10.0
933b2b3d4,1.2,0.1,6.0
4f4028c04,0.6,0.2,3.0
8606e8738,2.8,0.7,4.0
d2f216860,1.5,0.1,8.0
906ee1877,1.6,0.5,3.0
01573c686,5.3,0.5,10.0
733ccdc63,3.4,0.4,6.0
ec5aeb98a,2.4,0.3,6.0
5a567392e,3.0,0.6,5.0
5347d6835,0.0,0.0,2.0
0cb52145c,0.8,0.8,1.0
283ce4b9b,1.7,0.8,2.0
3d1d0f102,1.6,0.5,3.0
e6d59d514,0.0,0.0,1.0
19904f24d,3.2,0.0,5.0
ce9d5fb9f,1.8,-0.4,4.0
2d9bdbca9,0.7,0.3,2.0
2ad939a78,9.3,0.2,16.0
ff065ec7b,1.9,0.3,5.0
3e768f382,0.4,0.1,3.0
7e3680561,0.2,0.1,2.0
6003cc8cf,1.4,0.0,5.0
e92713811,2.4,0.3,6.0
ac94029d4,2.4,0.6,4.0
0f58e5dd5,0.9,0.1,4.0
079565e72,2.7,0.0,8.0
4745e5286,4.9,0.0,10.0
80f1863b8,2.2,0.3,6.0
b24ac527f,3.7,0.5,7.0
2d3418da5,4.1,0.1,12.0
05c46d875,,,
59b66be84,0.8,0.4,2.0
bb675d874,1.5,0.2,3.0
4f402845d,2.0,0.5,4.0
89788a8fd,3.4,0.3,7.0
e6aceb97f,0.0,0.0,1.0
0058586f1,4.1,0.8,5.0
f53c216e2,0.3,0.0,4.0
4175a27e1,2.5,0.5,5.0
fa41fb473,0.9,0.9,1.0
ca7a148c0,0.4,0.1,2.0
e2257ac60,1.1,0.2,3.0
a14caa3ea,0.0,0.0,1.0
966598774,1.7,0.8,2.0
4012be917,5.2,0.6,8.0
fab074a0d,2.5,0.2,6.0
39b7ed1c3,2.8,0.1,5.0
8534310cc,0.6,0.6,1.0
4a6cad15c,1.0,0.4,2.0
c6da0beba,,,
43ae30dd8,5.8,0.3,12.0
015da9e87,,,
3e5627478,0.1,0.1,1.0
64c6eb71c,1.8,0.1,7.0
afb230f5a,8.4,0.3,20.0
8660ad37b,2.0,0.6,3.0
9a32cab94,2.0,0.4,4.0
fded1ee28,2.6,0.1,10.0
cd2451ab4,8.0,0.1,22.0
a0fb6cd44,1.9,0.1,6.0
de993a4c9,0.2,0.2,1.0
9c64232b3,0.2,0.2,1.0
58906d012,2.5,0.3,6.0
492f70d19,1.4,0.0,5.0
fd32c2466,,,
c14b2f3da,0.8,0.0,2.0
f68a56b90,2.2,0.2,7.0
a98d5b83b,2.6,0.1,8.0
991b35363,1.9,0.4,4.0
08f54d056,2.1,0.4,5.0
ff3d455a0,0.1,-0.1,1.0
17a5487d2,0.0,0.0,2.0
19745f3dc,2.6,0.1,7.0
9804a7d82,2.4,0.3,5.0
afdc5f01d,1.9,0.3,5.0
ff1613693,2.5,0.4,6.0
64f41ee68,0.3,0.3,1.0
403aa5c4b,1.4,0.4,3.0
ef4dce041,2.3,0.4,4.0
24fd7c8d8,0.0,0.0,2.0
5cbe99be7,2.3,0.2,8.0
6f07e7abf,4.0,0.2,13.0
be16b20d6,4.2,0.1,9.0
9b56301b6,1.7,0.5,3.0
24fc91fae,1.0,0.0,5.0
ec13e5f25,4.7,0.0,10.0
324232e54,1.3,0.1,8.0
f6beefaeb,0.6,0.6,1.0
bd59fdd99,1.1,0.1,3.0
a6236b3b8,0.6,-0.2,3.0
17ac391be,2.0,0.3,5.0
01dac4b22,0.6,0.6,1.0
ae4ebeb3e,1.0,0.3,3.0
c3208c19d,2.9,0.1,7.0
1758efd47,0.8,0.0,4.0
797725280,1.7,0.3,5.0
8f26b1b5c,0.9,0.9,1.0
982564925,0.0,0.0,2.0
7b01ae317,1.7,0.5,3.0
45c718348,0.5,0.5,1.0
a8f735068,0.1,0.1,1.0
8d51c3200,1.7,0.8,2.0
86386b0c0,0.8,0.8,1.0
b9568ee6f,0.9,0.3,3.0
94918fff6,4.0,0.2,9.0
ac809f1ba,7.1,0.4,12.0
61fdcb2ec,0.9,0.9,1.0
406f92f52,0.4,0.0,2.0
a55f8d58a,1.0,0.0,2.0
816005a03,1.5,0.0,3.0
b6106ecb8,0.3,0.1,2.0
ab22c3350,0.7,0.7,1.0
cac68ead1,0.0,0.0,1.0
9d72113d5,1.9,0.0,3.0
c8c313331,3.3,0.0,13.0
7cf995ca4,0.1,0.0,2.0
ce344f70e,0.5,0.2,2.0
a7344d7f5,5.2,0.3,13.0
6b6cdfdfe,,,
4525391a7,4.4,0.6,7.0
e09995135,,,
e3e70d2b0,4.2,0.7,6.0
78c894840,,,
bcf546cb8,1.7,0.4,4.0
b5c553616,0.7,-0.7,1.0
6c3d7237b,3.0,0.1,9.0
196f95fdb,2.3,0.1,7.0
2340f8360,0.6,0.2,3.0
a528683b3,2.4,0.1,5.0
d5ba03e9a,0.9,0.9,1.0
229d33382,,,
664d0bed8,3.9,0.0,12.0
21655a8bc,0.2,0.2,1.0
01b26743c,,,
879ce67b8,0.2,0.0,4.0
cb278aa01,2.5,0.5,5.0
e315452b5,0.7,0.7,1.0
83dff4077,2.5,0.8,3.0
6d6bb4a66,0.5,-0.2,2.0
805dcae38,1.6,0.8,2.0
5264f98c4,1.5,0.2,4.0
c76384236,1.1,0.3,3.0
b9aead110,2.4,0.4,5.0
b4226db5f,1.1,0.1,3.0
b147d1870,3.2,-0.1,7.0
2a19120e7,5.1,0.2,12.0
a9575b655,3.1,0.1,8.0
108da3f0d,0.6,0.6,1.0
951352bea,0.3,0.1,2.0
93685a66f,2.8,0.3,7.0
7d18ee078,0.1,0.1,1.0
a1188fdb7,0.0,0.0,1.0
68df0b84c,2.5,0.6,4.0
8d7c78428,1.8,0.6,3.0
4194f0f66,2.3,0.2,5.0
94d930dae,1.0,0.5,2.0
85fd5df90,6.4,0.4,14.0
4c9e42452,4.1,0.6,6.0
53abbdf1d,1.6,0.3,5.0
d37de633e,0.8,0.3,2.0
a5f08e991,1.8,0.5,3.0
92f84c5b7,1.8,0.1,4.0
480f33a74,0.1,0.1,1.0
fe38b7b23,2.0,0.0,7.0
48bfc494a,2.2,0.2,6.0
aac68c707,0.9,0.9,1.0
ecbd85af1,0.5,0.5,1.0
5b64325b9,2.1,0.2,6.0
87c19915b,2.7,0.2,8.0
f21d7ec45,0.4,0.2,2.0
8a2faaf1f,8.7,0.4,17.0
92fae4396,1.1,0.2,3.0
0e6c32c9f,2.8,0.0,6.0
f0d5ff33a,0.8,0.4,2.0
948a1a82c,2.9,0.7,4.0
db044e38b,1.0,0.1,3.0
df0b49ce7,6.9,0.3,17.0
683f1dfd8,1.2,0.3,4.0
ee5f5db50,2.4,0.4,6.0
6ab29b3d4,1.5,0.2,5.0
67ab87b4a,0.0,0.0,1.0
c37bb10fd,1.3,0.6,2.0
f1953d1cd,4.1,0.0,8.0
81694b7db,0.8,0.4,2.0
4501e7e4f,1.2,0.2,4.0
9c680abbe,0.3,0.3,1.0
8d876343e,1.2,0.3,3.0
ef9154afe,1.7,0.0,4.0
4c40ad026,5.1,0.3,9.0
19d68bcc8,1.3,0.1,6.0
ac0cedc9c,0.3,0.0,2.0
1b154dffa,0.1,0.0,2.0
8a6f0c997,1.2,0.4,3.0
38664cbf0,1.9,0.3,5.0
4347c35e5,,,
975091325,0.5,0.2,2.0
a2a6b4117,3.0,0.0,9.0
94438a5c5,1.5,0.2,7.0
6eff0639c,0.8,0.1,5.0
91add3784,0.6,0.1,4.0
0940ecf2b,1.1,0.3,3.0
067d0ccd3,3.9,0.6,6.0
1d4d75d35,4.2,0.2,14.0
1e0be9e49,0.2,0.2,1.0
f8e3fabe6,6.5,0.4,10.0
48769873a,2.0,0.3,5.0
acb614bba,1.3,0.1,7.0
a561b2487,2.2,0.3,6.0
c6e763332,0.0,0.0,1.0
d5d8c9fc1,,,
031a01c36,6.9,0.1,15.0
eb3b2ad1f,1.0,0.5,2.0
0dca551f0,1.5,0.1,4.0
da3be5cb2,4.9,0.1,12.0
0f4291ce6,0.9,0.9,1.0
fff6f2f61,3.3,0.5,6.0
e98593be6,1.8,0.3,3.0
0e4cf50f4,1.0,0.2,3.0
0ac6fe826,1.6,0.4,4.0
576dcc546,0.9,0.9,1.0
b2385d700,1.9,0.3,5.0
a47931d69,0.8,0.8,1.0
5f9cf8892,1.2,0.3,4.0
6258b0d76,5.4,0.3,10.0
ebeebeee4,5.0,0.4,8.0
e472219f1,2.2,0.2,6.0
64c4f9057,1.7,-0.1,8.0
28fe42572,0.8,0.8,1.0
b00d0fe1c,5.0,0.3,9.0
4e9a13862,4.0,0.4,8.0
ffaa73202,0.9,0.9,1.0
1a0ee9580,1.8,-0.6,3.0
277014d80,1.6,0.5,3.0
65daac431,0.0,0.0,1.0
d1ef3e54a,1.4,0.4,3.0
b6256e92e,2.2,0.4,3.0
775d4b52e,0.3,0.3,1.0
7ea900f4d,1.7,0.2,6.0
6cdc6cab4,0.4,0.1,2.0
9ccf125f1,1.4,0.1,4.0
ae1362961,3.6,0.5,7.0
10ae2697f,3.3,0.0,8.0
ad8b0d9d1,2.4,0.3,5.0
d49ea4e84,7.5,0.2,16.0
fe5d572be,1.5,0.7,2.0
b80074591,0.9,0.9,1.0
15bcbb6e2,2.5,0.1,7.0
ea099a3ec,0.8,0.8,1.0
ebd128d90,0.9,0.9,1.0
0bd867d1b,3.6,0.7,5.0
fcf5f5a0d,1.5,0.2,6.0
040d87bbb,4.0,-0.3,9.0
baefc2985,0.4,0.0,3.0
718b14a08,4.4,0.1,12.0
8f3392f18,4.1,0.2,9.0
aad08c47b,0.7,0.3,2.0
ea383096f,4.9,0.3,13.0
0f9d7b0f9,4.9,0.1,11.0
7188b5e8c,0.8,0.8,1.0
95696f11b,3.2,0.1,7.0
cb0f41a00,,,
8a9465eee,1.6,0.4,4.0
d734c881a,2.8,0.9,3.0
89a41673f,2.2,0.2,6.0
05febeea3,1.4,0.1,5.0
bdb6ebb91,11.4,0.1,36.0
34482d66a,0.6,0.6,1.0
fadae6510,1.8,0.2,6.0
724736153,0.0,0.0,1.0
6dc2f0739,1.0,0.1,4.0
b4d6d190d,0.9,0.9,1.0
59913444e,0.7,0.1,4.0
47453584e,1.8,-0.6,3.0
0dfa8e172,1.5,0.7,2.0
694b994c8,3.5,0.7,5.0
756d92515,3.1,0.5,6.0
c2284e2e9,0.9,0.9,1.0
112ae92e0,2.6,0.3,6.0
fcd19b26b,1.1,0.1,4.0
9daaa4e8f,0.7,0.7,1.0
c51c9e136,1.1,0.5,2.0
058d37dda,1.1,0.5,2.0
52a88696e,2.1,0.3,6.0
fed43b600,1.8,0.6,3.0
a06b5eb73,3.3,0.6,5.0
411792ceb,3.7,0.3,8.0
0164a9cfb,9.8,0.3,16.0
426132585,3.9,0.2,14.0
245bfe92f,3.6,0.1,10.0
82a108c64,0.9,0.9,1.0
76f668025,1.3,0.4,3.0
448770499,6.2,0.1,26.0
c5d1b9bf9,2.6,0.2,3.0
a706b0eb9,7.3,0.1,17.0
ad786540e,1.0,0.0,5.0
d30dcea91,1.5,0.4,3.0
6984b9727,2.2,0.7,3.0
74f391caa,0.9,0.9,1.0
1bbe4e4f0,2.9,0.1,6.0
894ab719d,,,
6cf098e3a,2.1,0.7,3.0
536af3840,5.1,0.3,12.0
ef55e89bd,1.0,0.3,3.0
0d1067e63,1.8,0.0,7.0
682ed2e7b,0.0,0.0,1.0
5bb802fa1,2.8,0.1,5.0
a952a211e,1.4,0.7,2.0
a39e58f1f,0.4,0.1,3.0
0d85af6c4,0.1,0.0,2.0
a6d3839d8,1.5,0.7,2.0
7a3471df7,1.4,-0.4,3.0
d092253a0,,,
4b378329b,0.9,0.9,1.0
3ce643dc5,0.9,0.9,1.0
1a8503d2f,0.7,-0.7,1.0
6344c2cde,0.6,0.6,1.0
cf2ae9919,2.4,0.4,5.0
3c3ff9ffb,,,
52cf4a759,0.2,-0.2,1.0
440676acb,0.1,0.0,2.0
5ea10e37f,5.1,0.5,9.0
02f37d829,,,
37d0748c2,1.7,0.2,8.0
2e562fa52,0.1,0.1,1.0
02468e968,1.4,0.1,3.0
f3367a65d,0.0,0.0,1.0
8cf927527,0.4,0.0,2.0
94ec1c180,0.5,-0.2,2.0
505c5d7c6,3.1,0.4,7.0
9cd08bb2c,3.6,0.6,6.0
5dd3f3eb0,3.5,0.5,6.0
68d430cbd,0.6,0.2,3.0
cfd87918e,1.7,0.5,3.0
4f18ce587,2.7,0.1,10.0
ec553a900,,,
9003318e5,0.3,0.3,1.0
e26125d75,,,
0a71e754f,4.6,0.1,13.0
3d2745318,1.1,0.5,2.0
c8049d235,1.0,0.1,2.0
01231c438,2.6,0.3,7.0
bc7956085,2.1,0.1,9.0
872d79999,2.3,0.3,6.0
7575371db,3.3,0.3,7.0
84fbd99d9,5.1,0.0,13.0
acf9a72ca,0.2,0.1,2.0
b03336851,1.1,0.3,3.0
cef342d22,0.4,0.4,1.0
392df6910,0.1,0.0,3.0
488cefe35,3.1,0.0,6.0
d3c79cf76,1.3,0.1,3.0
b631b7e4a,7.6,0.1,23.0
810b069f2,0.6,-0.2,2.0
d3b7112e2,0.5,0.2,2.0
e58bc75d7,1.6,0.5,3.0
18751b49e,3.3,0.4,8.0
a5f6e77bf,1.2,0.1,5.0
b0d4b988a,6.4,0.1,15.0
fa0010ce5,2.2,0.3,5.0
f27915d51,0.4,-0.4,1.0
954a6e415,1.4,0.4,3.0
69daafdd4,3.2,0.0,6.0
7b7b7b71e,1.1,0.5,2.0
50fe7d515,3.5,0.0,5.0
3589a8a0d,0.9,0.9,1.0
ac52ba660,1.7,0.5,3.0
71f895aa2,0.3,0.0,3.0
082838f84,2.6,0.0,8.0
be07596c5,3.6,0.4,5.0
5042c6414,1.2,0.1,3.0
4f8a564a2,0.3,0.1,2.0
046d3a9d9,0.0,0.0,1.0
c74abc080,1.1,0.5,2.0
77f9b1470,2.6,0.3,6.0
0d9cdfbde,1.3,0.3,4.0
685010499,0.4,0.1,2.0
9cb525274,,,
8813e5e4d,0.9,0.9,1.0
790a68c0c,0.1,-0.1,1.0
cad8537e1,1.0,0.3,2.0
9a875f3f6,0.5,0.1,3.0
652f89d34,1.1,0.2,3.0
a06a2ee4e,5.4,0.2,12.0
3525855b3,0.9,0.9,1.0
6a8f9aa52,2.1,0.1,6.0
372f9cf86,1.9,0.4,3.0
00709d75b,1.8,0.2,7.0
b85cdc8a5,2.4,0.8,3.0
b06c1ad30,1.3,0.0,6.0
d62c55d90,1.1,0.3,3.0
2c0a3e57e,0.9,0.4,2.0
95c01e235,0.9,0.9,1.0
015770429,0.9,0.4,2.0
bcb22c952,0.0,0.0,1.0
770eca5eb,0.0,0.0,1.0
13296aae7,3.3,0.3,10.0
2a92877f7,1.4,0.2,5.0
7ac66a1c2,1.1,0.3,3.0
73f5dad5b,3.1,0.0,10.0
25fc96414,3.2,0.2,6.0
e935ae1d8,0.9,0.2,3.0
09b5921e9,1.1,0.0,6.0
d946f7a55,0.4,0.0,2.0
58e24d608,4.5,-0.2,9.0
3c0450f2f,3.3,0.0,8.0
80fd005d2,0.4,0.0,3.0
ecb3e47a6,1.2,0.2,5.0
3c97d1670,0.5,0.1,3.0
eeaa5c53c,2.2,0.2,5.0
89bac4c29,0.1,0.0,2.0
b5f105607,1.1,0.2,6.0
b3111f360,2.2,0.1,5.0
7c9fdd0ca,0.5,0.5,1.0
40fcff82b,0.8,0.8,1.0
6e77550de,2.6,0.3,8.0
c31f3d3f3,3.5,0.0,7.0
4b6c04393,2.6,0.5,5.0
19272319c,2.2,0.4,5.0
2560aee80,2.8,0.3,5.0
18ee92cdf,0.8,0.4,2.0
ed9d88a61,0.1,0.1,1.0
b5521c7e1,1.2,0.6,2.0
4ff447944,5.1,0.2,11.0
7ea357093,1.8,0.9,2.0
895f73f14,0.8,0.4,2.0
2b34c70e7,0.5,0.5,1.0
e39881452,0.2,0.0,2.0
b4cc525db,3.3,0.5,6.0
41e792442,2.9,0.4,6.0
40d430494,1.6,0.5,3.0
52af450f8,0.9,0.9,1.0
db1f9bca1,0.7,0.7,1.0
e22b9edd0,1.2,0.4,3.0
303b3795f,,,
6f2b619bb,0.5,0.2,2.0
8bf0f354b,1.0,0.5,2.0
457bdfb16,0.8,0.8,1.0
5188ce75b,0.8,0.4,2.0
cb568959e,3.6,0.3,11.0
12ba67e43,2.4,0.4,4.0
5457a593a,2.3,0.5,4.0
9f9bfa4d9,3.8,0.5,7.0
f780d04ae,1.2,0.3,3.0
8c70e9de2,0.0,0.0,1.0
18c3b1a1a,1.5,0.2,5.0
9d9197e7e,3.6,0.3,8.0
5bd62c76f,0.8,-0.4,2.0
ada93cece,0.9,0.4,2.0
4405cc72c,1.4,0.3,4.0
363a00ab0,4.2,0.2,9.0
e6b64b212,0.8,0.2,4.0
4bb96a979,2.8,0.4,7.0
d59c369c3,3.8,0.2,9.0
868dcd617,1.3,0.3,4.0
9385e1d2e,0.2,0.2,1.0
bbcaecdd4,3.0,0.2,8.0
fae1e95de,1.1,0.2,4.0
979e3f8f7,2.8,0.3,7.0
16ac32123,0.4,0.0,4.0
254c3305f,2.9,0.4,7.0
2813f2ff9,0.4,0.4,1.0
8bda483ec,1.1,0.5,2.0
d8a94961e,5.2,0.7,7.0
f222ca167,1.8,0.6,4.0
25b827551,3.7,0.4,8.0
83d36f269,0.5,0.5,1.0
a71f9ca6b,3.6,0.9,4.0
90b438e96,,,
f2fba72d2,0.5,0.5,1.0
26cb1c2c0,1.2,0.4,3.0
9fecfc736,0.7,0.3,2.0
3d136a793,12.9,0.3,30.0
ae9a09ad6,0.0,0.0,1.0
fb53fe33d,0.1,0.1,1.0
0d653b602,7.8,0.2,19.0
